user_id,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,created_at,filename
"967123451629666306","kellyklock4","","Vote  @realDonaldTrump @BorisJohnson @netanyahu @OfficialAPCN @ScottMorrisonMP @AbeShinzo @MBuhari @ProfOsinbajo @omoregbekelly",272,279,0,15451,false,52965,"Fri Feb 23 19:46:13 +0000 2018","deptdefence-1.json"
"42574743","IanHanke","Australia","I enjoy cigars, red wine and sailing.",1744,644,35,208,false,14648,"Tue May 26 05:55:23 +0000 2009","deptdefence-1.json"
"23409102","mjfly1","AU","Post-reality survivor, cyber doomsayer, searching aimlessly for enlightenment during a recurring collapse of civilisation, until the final disruption.",1422,4997,222,19837,false,35795,"Mon Mar 09 06:19:23 +0000 2009","deptdefence-1.json"
"2938840435","AusAmbDili","Dili, Timor-Leste","Australian Ambassador to Timor-Leste. For consular assistance, please see: https://t.co/Rx8yp4G3JM",2436,315,68,1160,true,3646,"Mon Dec 22 01:53:32 +0000 2014","deptdefence-1.json"
"961821847556800519","DefenceFamilies","","Defence Families of Australia (DFA) advocates for Defence families. Our team are all partners of current serving members.   Follow is not an endorsement.",416,396,5,4919,false,3679,"Fri Feb 09 04:39:33 +0000 2018","deptdefence-1.json"
"1088291953085636608","AustraliaDssc","Canberra","The Defence & Strategic Studies course is Australia's higher defence program, preparing strategic leaders with the intellectual edge for competition & conflict.",655,104,5,322,false,786,"Thu Jan 24 04:26:35 +0000 2019","deptdefence-1.json"
"387466914","cbthommo78","","Mostly baseball and cat videos. Occasionally NEA, IR and natsec. You know the drill: views mine, not my employer.",34,421,0,559,false,117,"Sun Oct 09 03:35:52 +0000 2011","deptdefence-1.json"
"3168140672","HodsonStephanie","Canberra, ACT","Passionate about military mental health. Townsville girl who joined the Army, served 21 yrs, now working with Open Arms. Love my boys - husband, sons and dogs",361,619,28,3476,false,2247,"Thu Apr 23 02:41:13 +0000 2015","deptdefence-1.json"
"1548684578","Adilpirbhai","","",1318,1395,6,218,false,33263,"Wed Jun 26 17:19:25 +0000 2013","deptdefence-1.json"
"168891447","DeptDefence","Australia","Official account of Australia’s Department of Defence. Home of the @Australian_Navy, @AustralianArmy, @AusAirForce and Defence APS.  https://t.co/q85F6G9xL8",38774,169,577,1868,true,9097,"Wed Jul 21 01:27:40 +0000 2010","deptdefence-1.json"
"4546879249","AUBrissy","Brisbane, Queensland","",52,570,2,788,false,2124,"Sun Dec 13 11:48:12 +0000 2015","deptdefence-1.json"
"514866289","DarrenChesterMP","Lakes Entrance, VIC","Member for Gippsland - Minister Veterans' Affairs - Marathoner - surf lifesaver - Passionate about regional communities & road safety - left-handed - Swans fan",13570,1208,290,12180,true,11358,"Sun Mar 04 23:07:20 +0000 2012","deptdefence-1.json"
"1157097060874637313","DVACommissioner","Australian Capital Territory","Repatriation Commissioner at @DVAAus | Former @AustralianArmy",621,330,1,1018,true,121,"Fri Aug 02 01:13:31 +0000 2019","deptdefence-1.json"
"1247938099","Drvshsjeep","","",455,488,16,148207,false,65242,"Thu Mar 07 04:50:04 +0000 2013","deptdefence-1.json"
"34065444","JoePranaitis","Whiting IN/LV/LA","#Author,#Film #Producer, & Co-Owner & VP of Shareef Entertainment LLC. https://t.co/JtxLGTGkty https://t.co/DHyphlxRAq",37664,41410,2437,241851,false,835380,"Tue Apr 21 22:17:23 +0000 2009","deptdefence-1.json"
"1611641605","MFATgovtNZ","Wellington City, New Zealand","Ministry of Foreign Affairs and Trade. Manatū Aorere. Also on https://t.co/CWIHXQaC0Y. Terms of use: https://t.co/gMKF9SartT",10703,455,202,1803,true,4934,"Mon Jul 22 00:09:39 +0000 2013","deptdefence-1.json"
"301148961","libertad717","","",1143,4190,497,206,false,1115283,"Wed May 18 23:49:44 +0000 2011","deptdefence-1.json"
"1489033344","PAIN_NET1","Australia","Professional Aviators Investigative Network  email: peetwopain@yahoo.com",804,341,168,16782,false,90801,"Fri Jun 07 00:03:34 +0000 2013","deptdefence-1.json"
"3997870336","PrincessBibiRF_","","International Buyer with Patents, Business, Marketing, Psychology, Bachelor Of Laws Student. Writer, Seeks Justice-WorldPeace-StopWars-HumanRights. Profiler.",11651,12825,787,29160,false,541393,"Mon Oct 19 23:09:13 +0000 2015","deptdefence-1.json"
"122104516","sheilaballarano","New York, NY","Artist / Sales / Media Fashion & Film Media  Creative Art Director  /  Writer Photography / Executive Measurements",1800,4107,63,54833,false,76182,"Thu Mar 11 16:12:30 +0000 2010","deptdefence-1.json"
"1083290850522775552","NZinEgypt","Cairo, Egypt","New Zealand Ambassador to Egypt. With accreditation to Algeria, Lebanon, Libya, and Tunisia. Representative to Palestinian Authority.",802,411,4,1133,true,737,"Thu Jan 10 09:14:00 +0000 2019","deptdefence-1.json"
"1118506221223514114","AusAmbEgy","","Australian Ambassador to Egypt. Also accredited to Sudan and Eritrea",481,440,6,592,true,459,"Wed Apr 17 13:27:18 +0000 2019","deptdefence-1.json"
